#,Step,Step Title,Sub-step,Sub-step Title,Problem,Difficulty,Tag,Status,Date Solved,Revision,Notes,BLOG,YT,LC,GFG,CN,TUF,Alt Link,Alt Source,LC (suggested),LC Suggested By,Solution PDF page,Origin
370,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Minimum Spanning Tree,Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/minimum-spanning-tree-theory-g-44/,https://www.youtube.com/watch?v=ZSPjZuZWCME,,https://practice.geeksforgeeks.org/problems/minimum-spanning-tree/1,https://www.codingninjas.com/studio/problems/minimum-spanning-tree_631769,https://takeuforward.org/plus/dsa/problems/mst-theory,,,,,1540,takeuforward roadmap
371,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Prim's Algorithm,Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/prims-algorithm-minimum-spanning-tree-c-and-java-g-45/,https://www.youtube.com/watch?v=mJcZjjKzeqk,,https://practice.geeksforgeeks.org/problems/minimum-spanning-tree/1,https://www.codingninjas.com/studio/problems/minimum-spanning-tree_631769,https://takeuforward.org/plus/dsa/problems/find-the-mst-weight,,,,,1540,takeuforward roadmap
372,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Disjoint Set [Union by Rank],Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/disjoint-set-union-by-rank-union-by-size-path-compression-g-46/,https://www.youtube.com/watch?v=aBxjDBC4M1U,,https://www.geeksforgeeks.org/problems/disjoint-set-union-find/1,https://www.codingninjas.com/studio/problems/data-stream-as-disjoint-intervals_1382362,https://takeuforward.org/plus/dsa/problems/disjoint-set-,,,,,1544,takeuforward roadmap
373,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Disjoint Set [Union by Size],Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/disjoint-set-union-by-rank-union-by-size-path-compression-g-46/,https://www.youtube.com/watch?v=aBxjDBC4M1U,,https://www.geeksforgeeks.org/problems/disjoint-set-union-find/1,https://www.codingninjas.com/studio/problems/data-stream-as-disjoint-intervals_1382362,https://takeuforward.org/plus/dsa/problems/disjoint-set-,,,,,1544,takeuforward roadmap
374,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Kruskal's Algorithm,Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/kruskals-algorithm-minimum-spanning-tree-g-47/,https://www.youtube.com/watch?v=DMnDM_sxVig,,https://practice.geeksforgeeks.org/problems/minimum-spanning-tree/1,https://www.codingninjas.com/studio/problems/kruskal%E2%80%99s-minimum-spanning-tree-algorithm_1082553,https://takeuforward.org/plus/dsa/problems/find-the-mst-weight,,,,,1554,takeuforward roadmap
375,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Number of operations to make network connected,Medium,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/number-of-operations-to-make-network-connected-dsu-g-49/,https://www.youtube.com/watch?v=FYrl7iz9_ZU,https://leetcode.com/problems/number-of-operations-to-make-network-connected/,https://www.geeksforgeeks.org/problems/connecting-the-graph/1,https://www.codingninjas.com/studio/problems/number-of-operations-to-make-graph-connected._1385179,https://takeuforward.org/plus/dsa/problems/number-of-operations-to-make-network-connected,,,,,1559,takeuforward roadmap
376,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Most stones removed with same rows or columns,Medium,"Arrays, Data Structures, Graph",Not Started,,,,https://takeuforward.org/data-structure/most-stones-removed-with-same-row-or-column-dsu-g-53/,https://www.youtube.com/watch?v=OwMNX8SPavM,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/,https://www.geeksforgeeks.org/problems/maximum-stone-removal-1662179442/1,https://www.codingninjas.com/studio/problems/-most-stones-removed-with-same-row-or-column_1376597,https://takeuforward.org/plus/dsa/problems/most-stones-removed-with-same-row-or-column,,,,,1564,takeuforward roadmap
377,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Accounts merge,Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/accounts-merge-dsu-g-50/,https://www.youtube.com/watch?v=FMwpt_aQOGw,https://leetcode.com/problems/accounts-merge/,https://practice.geeksforgeeks.org/problems/merging-details/1,https://www.codingninjas.com/studio/problems/accounts-merge_1089558,https://takeuforward.org/plus/dsa/problems/accounts-merge,,,,,1568,takeuforward roadmap
378,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Number of island II,Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/graph/number-of-islands-ii-online-queries-dsu-g-51/,https://www.youtube.com/watch?v=Rn6B-Q4SNyA,https://leetcode.com/problems/number-of-islands-ii/,https://www.geeksforgeeks.org/problems/find-the-number-of-islands/1,https://www.codingninjas.com/studio/problems/largest-island_840701,https://takeuforward.org/plus/dsa/problems/number-of-islands-ii,,,,,1431,takeuforward roadmap
379,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Making a Large Island,Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/making-a-large-island-dsu-g-52/,https://www.youtube.com/watch?v=lgiz0Oup6gM,https://leetcode.com/problems/making-a-large-island/,https://www.geeksforgeeks.org/problems/maximum-connected-group/1,https://www.codingninjas.com/studio/problems/making-the-largest-island_1381282,https://takeuforward.org/plus/dsa/problems/making-a-large-island,,,,,,takeuforward roadmap
380,15,Step 15: Graphs [Concepts & Problems],5,5. MinimumSpanningTree/Disjoint Set and Problems,Swim in rising water,Hard,"Arrays, Binary Search, Graph, Heap",Not Started,,,,,,https://leetcode.com/problems/swim-in-rising-water/,https://www.geeksforgeeks.org/problems/minimum-travel-time/1,https://www.codingninjas.com/studio/problems/minimum-time_8360128,,,,,,1582,takeuforward roadmap
381,15,Step 15: Graphs [Concepts & Problems],6,6. Other Algorithms,Bridges in Graph,Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/graph/bridges-in-graph-using-tarjans-algorithm-of-time-in-and-low-time-g-55/,https://www.youtube.com/watch?v=qrAub5z8FeA,https://leetcode.com/problems/critical-connections-in-a-network/discuss/382385/find-bridges-in-a-graph,https://www.geeksforgeeks.org/problems/bridge-edge-in-graph/1,https://www.codingninjas.com/studio/problems/bridges-in-a-graph_893026,https://takeuforward.org/plus/dsa/problems/bridges-in-graph,,,,,1586,takeuforward roadmap
382,15,Step 15: Graphs [Concepts & Problems],6,6. Other Algorithms,Articulation Point,Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/articulation-point-in-graph-g-56/,https://www.youtube.com/watch?v=j1QDfU21iZk,,https://www.geeksforgeeks.org/problems/articulation-point-1/1,https://www.codingninjas.com/codestudio/problems/articulation-point_840708,https://takeuforward.org/plus/dsa/problems/articulation-point-in-graph,,,,,1590,takeuforward roadmap
383,15,Step 15: Graphs [Concepts & Problems],6,6. Other Algorithms,Kosaraju's Algorithm,Hard,"Graph, Data Structures",Not Started,,,,https://takeuforward.org/graph/strongly-connected-components-kosarajus-algorithm-g-54/,https://www.youtube.com/watch?v=R6uoSjZ2imo,,https://www.geeksforgeeks.org/problems/strongly-connected-components-kosarajus-algo/1,https://www.codingninjas.com/studio/problems/count-strongly-connected-components-(kosaraju%E2%80%99s-algorithm)_1171151,https://takeuforward.org/plus/dsa/problems/kosaraju's-algorithm,,,,,1595,takeuforward roadmap
384,16,Step 16: Dynamic Programming [Patterns and Problems],1,1. Introduction to DP,Dynamic Programming Introduction,Medium,Dynamic Programming,Not Started,,,,https://takeuforward.org/data-structure/dynamic-programming-introduction/,https://www.youtube.com/watch?v=tyB0ztf0DNY,,https://www.geeksforgeeks.org/problems/introduction-to-dp/1,https://www.codingninjas.com/studio/problems/nth-fibonacci-number_74156,https://takeuforward.org/plus/dsa/problems/introduction-to-dp,,,,,1602,takeuforward roadmap
385,16,Step 16: Dynamic Programming [Patterns and Problems],2,2. 1D DP,Climbing Stars,Medium,"Arrays, Dynamic Programming, Data Structures, Recursion",Not Started,,,,https://takeuforward.org/data-structure/dynamic-programming-climbing-stairs/,https://www.youtube.com/watch?v=mLfjzJsN8us,https://leetcode.com/problems/climbing-stairs/,https://practice.geeksforgeeks.org/problems/count-ways-to-reach-the-nth-stair-1587115620/1,https://www.codingninjas.com/studio/problems/count-ways-to-reach-the-n-th-stairs_798650,https://takeuforward.org/plus/dsa/problems/climbing-stairs,,,,,,takeuforward roadmap
386,16,Step 16: Dynamic Programming [Patterns and Problems],2,2. 1D DP,Frog Jump(DP-3),Medium,"Dynamic Programming, Arrays, Recursion, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/dynamic-programming-frog-jump-dp-3/,https://www.youtube.com/watch?v=EgG3jsGoPvQ,,https://www.geeksforgeeks.org/problems/geek-jump/1,https://www.codingninjas.com/studio/problems/frog-jump_3621012,https://takeuforward.org/plus/dsa/problems/frog-jump,,,,,1613,takeuforward roadmap
387,16,Step 16: Dynamic Programming [Patterns and Problems],2,2. 1D DP,Frog Jump with k distances(DP-4),Medium,"Arrays, Dynamic Programming, Recursion, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/dynamic-programming-frog-jump-with-k-distances-dp-4/,https://www.youtube.com/watch?v=Kmh3rhyEtB8,,https://www.geeksforgeeks.org/problems/minimal-cost/1,https://www.codingninjas.com/studio/problems/minimal-cost_8180930,https://takeuforward.org/plus/dsa/problems/frog-jump-with-k-distances,,,,,1619,takeuforward roadmap
388,16,Step 16: Dynamic Programming [Patterns and Problems],2,2. 1D DP,Maximum sum of non-adjacent elements (DP 5),Medium,"Arrays, Recursion, Data Structures, Dynamic Programming",Not Started,,,,https://takeuforward.org/data-structure/maximum-sum-of-non-adjacent-elements-dp-5/,https://www.youtube.com/watch?v=GrMBfJNk_NY,https://leetcode.com/problems/house-robber/,https://www.geeksforgeeks.org/problems/max-sum-without-adjacents2430/1,https://www.codingninjas.com/studio/problems/maximum-sum-of-non-adjacent-elements_843261,https://takeuforward.org/plus/dsa/problems/maximum-sum-of-non-adjacent-elements,,,,,1623,takeuforward roadmap
389,16,Step 16: Dynamic Programming [Patterns and Problems],2,2. 1D DP,House Robber (DP 6),Medium,"Arrays, Dynamic Programming, Recursion, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/dynamic-programming-house-robber-dp-6/,https://www.youtube.com/watch?v=3WaxQMELSkw,https://leetcode.com/problems/house-robber-ii/,https://www.geeksforgeeks.org/problems/stickler-theif-1587115621/1,https://www.codingninjas.com/studio/problems/house-robber-ii_839733,https://takeuforward.org/plus/dsa/problems/house-robber,,,,,1629,takeuforward roadmap
390,16,Step 16: Dynamic Programming [Patterns and Problems],3,3. 2D/3D DP and DP on Grids,Ninja's Training (DP 7),Medium,"Arrays, Dynamic Programming, Data Structures, Recursion",Not Started,,,,https://takeuforward.org/data-structure/dynamic-programming-ninjas-training-dp-7/,https://www.youtube.com/watch?v=AE39gJYuRog,,https://www.geeksforgeeks.org/problems/geeks-training/1,https://www.codingninjas.com/studio/problems/ninja%E2%80%99s-training_3621003,https://takeuforward.org/plus/dsa/problems/ninja's-training,,,,,1632,takeuforward roadmap
391,16,Step 16: Dynamic Programming [Patterns and Problems],3,3. 2D/3D DP and DP on Grids,Grid Unique Paths : DP on Grids (DP8),Medium,"Arrays, Recursion, Dynamic Programming, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/grid-unique-paths-dp-on-grids-dp8/,https://www.youtube.com/watch?v=sdE0A2Oxofw,https://leetcode.com/problems/unique-paths/,https://practice.geeksforgeeks.org/problems/number-of-unique-paths/0,https://www.codingninjas.com/studio/problems/unique-paths_1081470,https://takeuforward.org/plus/dsa/problems/grid-unique-paths,,,,,1638,takeuforward roadmap
392,16,Step 16: Dynamic Programming [Patterns and Problems],3,3. 2D/3D DP and DP on Grids,Grid Unique Paths 2 (DP 9),Medium,"Arrays, Recursion, Dynamic Programming, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/grid-unique-paths-2-dp-9/,https://www.youtube.com/watch?v=TmhpgXScLyY,https://leetcode.com/problems/unique-paths-ii/,https://www.geeksforgeeks.org/problems/grid-path-2/1,https://www.codingninjas.com/studio/problems/unique-paths-ii_977241,https://takeuforward.org/plus/dsa/problems/unique-paths-ii,,,,,1644,takeuforward roadmap
393,16,Step 16: Dynamic Programming [Patterns and Problems],3,3. 2D/3D DP and DP on Grids,Minimum path sum in Grid (DP 10),Medium,"Arrays, Recursion, Dynamic Programming, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/minimum-path-sum-in-a-grid-dp-10/,https://www.youtube.com/watch?v=_rgTlyky1uQ,https://leetcode.com/problems/minimum-path-sum/,https://www.geeksforgeeks.org/problems/minimum-cost-path3833/1,https://www.codingninjas.com/studio/problems/minimum-path-sum_985349,https://takeuforward.org/plus/dsa/problems/minimum-path-sum-in-grid,,,,,1652,takeuforward roadmap
394,16,Step 16: Dynamic Programming [Patterns and Problems],3,3. 2D/3D DP and DP on Grids,Minimum path sum in Triangular Grid (DP 11),Medium,"Arrays, Dynamic Programming, Data Structures, Recursion",Not Started,,,,https://takeuforward.org/data-structure/minimum-path-sum-in-triangular-grid-dp-11/,https://www.youtube.com/watch?v=SrP-PiLSYC0,https://leetcode.com/problems/triangle/,https://www.geeksforgeeks.org/problems/minimum-cost-path3833/1,https://www.codingninjas.com/studio/problems/triangle_1229398,https://takeuforward.org/plus/dsa/problems/triangle,,,,,1660,takeuforward roadmap
395,16,Step 16: Dynamic Programming [Patterns and Problems],3,3. 2D/3D DP and DP on Grids,Minimum/Maximum Falling Path Sum (DP-12),Medium,"Arrays, Recursion, Dynamic Programming, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/minimum-maximum-falling-path-sum-dp-12/,https://www.youtube.com/watch?v=N_aJ5qQbYA0,https://leetcode.com/problems/minimum-falling-path-sum/,https://www.geeksforgeeks.org/problems/path-in-matrix3805/1,https://www.codingninjas.com/studio/problems/maximum-path-sum-in-the-matrix_797998,,,,,,1667,takeuforward roadmap
396,16,Step 16: Dynamic Programming [Patterns and Problems],3,3. 2D/3D DP and DP on Grids,3-d DP : Ninja and his friends (DP-13),Medium,"Arrays, Recursion, Data Structures, Dynamic Programming",Not Started,,,,https://takeuforward.org/data-structure/3-d-dp-ninja-and-his-friends-dp-13/,https://www.youtube.com/watch?v=QGfn7JeXK54,,https://www.geeksforgeeks.org/problems/chocolates-pickup/1,https://www.codingninjas.com/studio/problems/chocolate-pickup_3125885,,,,,,,takeuforward roadmap
397,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Subset sum equal to target (DP- 14),Medium,"Arrays, Data Structures, Dynamic Programming, Recursion",Not Started,,,,https://takeuforward.org/data-structure/subset-sum-equal-to-target-dp-14/,https://www.youtube.com/watch?v=fWX9xDmIzRI,,https://practice.geeksforgeeks.org/problems/subset-sum-problem-1611555638/1,https://www.codingninjas.com/studio/problems/subset-sum-equal-to-k_1550954,https://takeuforward.org/plus/dsa/problems/subset-sum-equals-to-target,,,,,1683,takeuforward roadmap
398,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Partition Equal Subset Sum (DP- 15),Medium,"Arrays, Dynamic Programming, Recursion, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/partition-equal-subset-sum-dp-15/,https://www.youtube.com/watch?v=7win3dcgo3k,https://leetcode.com/problems/partition-equal-subset-sum/,https://practice.geeksforgeeks.org/problems/subset-sum-problem2014/1,https://www.codingninjas.com/studio/problems/partition-equal-subset-sum-_892980,https://takeuforward.org/plus/dsa/problems/partition-equal-subset-sum,,,,,1689,takeuforward roadmap
399,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Partition Set Into 2 Subsets With Min Absolute Sum Diff (DP- 16),Medium,"Arrays, Dynamic Programming, Data Structures, Recursion",Not Started,,,,https://takeuforward.org/data-structure/partition-set-into-2-subsets-with-min-absolute-sum-diff-dp-16/,https://www.youtube.com/watch?v=GS_OqZb2CWc,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/,https://practice.geeksforgeeks.org/problems/minimum-sum-partition3317/1,https://www.codingninjas.com/studio/problems/partition-a-set-into-two-subsets-such-that-the-difference-of-subset-sums-is-minimum._842494,https://takeuforward.org/plus/dsa/problems/partition-a-set-into-two-subsets-with-minimum-absolute-sum-difference,,,,,1697,takeuforward roadmap
400,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Count Subsets with Sum K (DP - 17),Medium,"Arrays, Recursion, Data Structures, Dynamic Programming",Not Started,,,,https://takeuforward.org/data-structure/count-subsets-with-sum-k-dp-17/,https://www.youtube.com/watch?v=ZHyb-A2Mte4,,https://www.geeksforgeeks.org/problems/perfect-sum-problem5633/1,https://www.codingninjas.com/studio/problems/count-subsets-with-sum-k_3952532,https://takeuforward.org/plus/dsa/problems/count-subsets-with-sum-k,,,,,1704,takeuforward roadmap
401,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Count Partitions with Given Difference (DP - 18),Medium,"Arrays, Recursion, Dynamic Programming, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/count-partitions-with-given-difference-dp-18/,https://www.youtube.com/watch?v=zoilQD1kYSg,,https://www.geeksforgeeks.org/problems/partitions-with-given-difference/1,https://www.codingninjas.com/studio/problems/partitions-with-given-difference_3751628,https://takeuforward.org/plus/dsa/problems/count-partitions-with-given-difference,,,,,1709,takeuforward roadmap
402,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Assign Cookies,Hard,"Arrays, Dynamic Programming, Recursion, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=DIX2p7vb9co,https://leetcode.com/problems/assign-cookies/,https://practice.geeksforgeeks.org/problems/0-1-knapsack-problem0945/1,https://www.codingninjas.com/codestudio/problems/assign-cookies_8390826,https://takeuforward.org/plus/dsa/problems/assign-cookies,,,,,,takeuforward roadmap
403,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Minimum Coins (DP - 20),Hard,"Recursion, Arrays, Dynamic Programming, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/minimum-coins-dp-20/,https://www.youtube.com/watch?v=myPeWb3Y68A,https://leetcode.com/problems/coin-change/,https://practice.geeksforgeeks.org/problems/-minimum-number-of-coins4426/1,https://www.codingninjas.com/studio/problems/minimum-elements_3843091,https://takeuforward.org/plus/dsa/problems/minimum-coins,,,,,1720,takeuforward roadmap
404,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Target Sum (DP - 21),Medium,"Dynamic Programming, Data Structures, Arrays, Recursion",Not Started,,,,https://takeuforward.org/data-structure/target-sum-dp-21/,https://www.youtube.com/watch?v=b3GD8263-PQ,https://leetcode.com/problems/target-sum/,https://practice.geeksforgeeks.org/problems/target-sum-1626326450/1,https://www.codingninjas.com/studio/problems/target-sum_4127362,https://takeuforward.org/plus/dsa/problems/target-sum,,,,,1727,takeuforward roadmap
405,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Coin Change 2 (DP - 22),Hard,"Arrays, Dynamic Programming, Data Structures, Recursion",Not Started,,,,https://takeuforward.org/data-structure/coin-change-2-dp-22/,https://www.youtube.com/watch?v=HgyouUi11zk,https://leetcode.com/problems/coin-change-2/,https://www.geeksforgeeks.org/problems/coin-change2448/1,https://www.codingninjas.com/studio/problems/ways-to-make-coin-change_630471,https://takeuforward.org/plus/dsa/problems/coin-change-ii,,,,,1735,takeuforward roadmap
406,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Unbounded Knapsack (DP - 23),Hard,"Arrays, Data Structures, Dynamic Programming, Recursion",Not Started,,,,https://takeuforward.org/data-structure/unbounded-knapsack-dp-23/,https://www.youtube.com/watch?v=OgvOZ6OrJoY,,https://www.geeksforgeeks.org/problems/knapsack-with-duplicate-items4201/1,https://www.codingninjas.com/studio/problems/unbounded-knapsack_1215029,https://takeuforward.org/plus/dsa/problems/unbounded-knapsack,,,,,1741,takeuforward roadmap
407,16,Step 16: Dynamic Programming [Patterns and Problems],4,4. DP on Subsequences,Rod Cutting Problem | (DP - 24),Hard,"Arrays, Dynamic Programming, Data Structures, Recursion",Not Started,,,,https://takeuforward.org/data-structure/rod-cutting-problem-dp-24/,https://www.youtube.com/watch?v=mO8XpGoJwuo,,https://practice.geeksforgeeks.org/problems/rod-cutting0840/1,https://www.codingninjas.com/studio/problems/rod-cutting-problem_800284,https://takeuforward.org/plus/dsa/problems/rod-cutting-problem,,,,,1749,takeuforward roadmap
408,16,Step 16: Dynamic Programming [Patterns and Problems],4,DP on Subsequences,0/1 Knapsack (DP - 19),Medium,Dynamic Programming,Not Started,,,,,,,https://www.geeksforgeeks.org/problems/0-1-knapsack-problem0945/1,,,,,,,,added from a2zdsa.pages.dev (absent from roadmap)
409,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Longest Common Subsequence | (DP - 25),Hard,"Dynamic Programming, Arrays, Recursion, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/longest-common-subsequence-dp-25/,https://www.youtube.com/watch?v=NPZn9jBrX8U,https://leetcode.com/problems/longest-common-subsequence/,https://practice.geeksforgeeks.org/problems/longest-common-subsequence-1587115620/1,https://www.codingninjas.com/studio/problems/longest-common-subsequence_624879,,,,,,1756,takeuforward roadmap
410,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Print Longest Common Subsequence | (DP - 26),Hard,"Arrays, Data Structures, Dynamic Programming, Recursion",Not Started,,,,https://takeuforward.org/data-structure/print-longest-common-subsequence-dp-26/,https://www.youtube.com/watch?v=-zI4mrF2Pb4,,https://www.geeksforgeeks.org/problems/print-all-lcs-sequences3413/1,https://www.codingninjas.com/codestudio/problems/print-longest-common-subsequence_8416383,,,,,,1763,takeuforward roadmap
411,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Longest Common Substring | (DP - 27),Hard,"Arrays, Dynamic Programming, Recursion, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/longest-common-substring-dp-27/,https://www.youtube.com/watch?v=_wP9mWNPL5w,,https://practice.geeksforgeeks.org/problems/longest-common-substring1452/1,https://www.codingninjas.com/studio/problems/longest-common-substring_1235207,https://takeuforward.org/plus/dsa/problems/longest-common-substring,,,,,1767,takeuforward roadmap
412,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Longest Palindromic Subsequence | (DP-28),Hard,"Arrays, Recursion, Dynamic Programming, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/longest-palindromic-subsequence-dp-28/,https://www.youtube.com/watch?v=6i_T5kkfv4A,https://leetcode.com/problems/longest-palindromic-subsequence/,https://practice.geeksforgeeks.org/problems/longest-palindromic-subsequence-1612327878/1,https://www.codingninjas.com/studio/problems/longest-palindromic-subsequence_842787,https://takeuforward.org/plus/dsa/problems/longest-palindromic-subsequence,,,,,1772,takeuforward roadmap
413,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Minimum insertions to make string palindrome | DP-29,Hard,"Arrays, Recursion, Dynamic Programming, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/minimum-insertions-to-make-string-palindrome-dp-29/,https://www.youtube.com/watch?v=xPBLEj41rFU,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,https://practice.geeksforgeeks.org/problems/form-a-palindrome1455/1,https://www.codingninjas.com/studio/problems/minimum-insertions-to-make-a-string-palindrome_985293,https://takeuforward.org/plus/dsa/problems/minimum-insertions-to-make-string-palindrome,,,,,1776,takeuforward roadmap
414,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Minimum Insertions/Deletions to Convert String | (DP- 30),Hard,"Arrays, Recursion, Dynamic Programming, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/minimum-insertions-deletions-to-convert-string-dp-30/,https://www.youtube.com/watch?v=yMnH0jrir0Q,https://leetcode.com/problems/delete-operation-for-two-strings/,https://practice.geeksforgeeks.org/problems/minimum-number-of-deletions-and-insertions0209/1,https://www.codingninjas.com/studio/problems/minimum-number-of-deletions-and-insertions_4244510,https://takeuforward.org/plus/dsa/problems/minimum-insertions-or-deletions-to-convert-string-a-to-b,,,,,1782,takeuforward roadmap
415,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Shortest Common Supersequence | (DP - 31),Hard,"Data Structures, Dynamic Programming, Recursion",Not Started,,,,https://takeuforward.org/data-structure/shortest-common-supersequence-dp-31/,https://www.youtube.com/watch?v=xElxAuBcvsU,https://leetcode.com/problems/shortest-common-supersequence/,https://practice.geeksforgeeks.org/problems/shortest-common-supersequence0322/1,https://www.codingninjas.com/studio/problems/shortest-common-supersequence_4244493,https://takeuforward.org/plus/dsa/problems/shortest-common-supersequence,,,,,1788,takeuforward roadmap
416,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Distinct Subsequences| (DP-32),Hard,"Arrays, Data Structures, Dynamic Programming, Recursion",Not Started,,,,https://takeuforward.org/data-structure/distinct-subsequences-dp-32/,https://www.youtube.com/watch?v=nVG7eTiD2bY,https://leetcode.com/problems/distinct-subsequences/,https://practice.geeksforgeeks.org/problems/number-of-distinct-subsequences0909/1,https://www.codingninjas.com/studio/problems/subsequence-counting_3755256,https://takeuforward.org/plus/dsa/problems/distinct-subsequences,,,,,1792,takeuforward roadmap
417,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Edit Distance | (DP-33),Hard,"Arrays, Data Structures, Dynamic Programming, Recursion",Not Started,,,,https://takeuforward.org/data-structure/edit-distance-dp-33/,https://www.youtube.com/watch?v=fJaKO8FbDdo,https://leetcode.com/problems/edit-distance/,https://practice.geeksforgeeks.org/problems/edit-distance3702/1,https://www.codingninjas.com/studio/problems/shortest-common-supersequence_4244493,https://takeuforward.org/plus/dsa/problems/edit-distance,,,,,1798,takeuforward roadmap
418,16,Step 16: Dynamic Programming [Patterns and Problems],5,5. DP on Strings,Wildcard Matching | (DP-34),Medium,"Data Structures, Dynamic Programming, Arrays, Recursion",Not Started,,,,https://takeuforward.org/data-structure/wildcard-matching-dp-34/,https://www.youtube.com/watch?v=ZmlQ3vgAOMo,https://leetcode.com/problems/wildcard-matching/,https://practice.geeksforgeeks.org/problems/wildcard-pattern-matching/1,https://www.codingninjas.com/studio/problems/wildcard-pattern-matching_701650,https://takeuforward.org/plus/dsa/problems/wildcard-matching,,,,,1804,takeuforward roadmap
419,16,Step 16: Dynamic Programming [Patterns and Problems],6,6. DP on Stocks,Best Time to Buy and Sell Stock |(DP-35),Hard,"Arrays, Data Structures, Recursion, Dynamic Programming",Not Started,,,,https://takeuforward.org/data-structure/stock-buy-and-sell-dp-35/,https://www.youtube.com/watch?v=excAOvwF_Wk,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,https://practice.geeksforgeeks.org/problems/stock-buy-and-sell-1587115621/1,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock_893405,https://takeuforward.org/plus/dsa/problems/best-time-to-buy-and-sell-stock,,,,,1815,takeuforward roadmap
